RECORD	MEAN AREA	ESTIMATED_LENGTH(*)	GRADIENT(*)	EMOD(*)(#)	DECRIMPING_WORK	EXTENSION_WORK	START_X(*)	START_Y	END_X(*)	END_Y	ANALYSIS_WORK	BREAK_STRAIN(*)(#)	BREAK_LOAD	TENSILE_STRENGTH
70	5448.4	3.01E+01	1.43E-02	7.92E+07	0.00E+00	1.13E-02	7.04E+00	1.29E+02	1.60E+01	1.37E+02	1.96E-03	44.887	1.22E+00	2.23E+02
71	4275.8	3.01E+01	1.04E-02	7.31E+07	0.00E+00	9.46E-03	7.07E+00	1.37E+02	1.60E+01	1.44E+02	1.62E-03	44.537	1.03E+00	2.41E+02
72	2982.3	3.00E+01	5.06E-03	5.08E+07	0.00E+00	5.94E-03	7.07E+00	1.44E+02	1.60E+01	1.48E+02	1.16E-03	40.908	6.99E-01	2.34E+02
73	5322.3	3.01E+01	1.58E-02	8.97E+07	0.00E+00	9.96E-03	7.13E+00	1.28E+02	1.61E+01	1.37E+02	1.92E-03	40.909	1.19E+00	2.24E+02
74	3929	3.01E+01	7.50E-03	5.74E+07	0.00E+00	7.39E-03	7.09E+00	1.47E+02	1.61E+01	1.52E+02	1.58E-03	37.791	9.39E-01	2.39E+02
75	2813	3.02E+01	6.51E-03	6.98E+07	0.00E+00	4.96E-03	7.10E+00	1.37E+02	1.61E+01	1.45E+02	1.07E-03	37.931	6.15E-01	2.19E+02
76	3381.8	3.01E+01	8.16E-03	7.26E+07	0.00E+00	7.45E-03	7.02E+00	1.29E+02	1.62E+01	1.36E+02	1.23E-03	46.809	7.85E-01	2.32E+02
77	2802.2	3.03E+01	6.71E-03	7.24E+07	0.00E+00	8.44E-03	7.07E+00	1.36E+02	1.61E+01	1.43E+02	1.06E-03	54.99	7.59E-01	2.71E+02
78	5095.2	3.01E+01	1.38E-02	8.15E+07	0.00E+00	1.02E-02	7.05E+00	1.23E+02	1.60E+01	1.30E+02	1.74E-03	45.494	1.08E+00	2.12E+02
79	5573.2	3.02E+01	1.38E-02	7.50E+07	0.00E+00	1.08E-02	7.05E+00	1.32E+02	1.60E+01	1.39E+02	2.05E-03	41.86	1.23E+00	2.21E+02
80														
