RECORD	MEAN AREA	ESTIMATED_LENGTH(*)	GRADIENT(*)	EMOD(*)(#)	DECRIMPING_WORK	EXTENSION_WORK	START_X(*)	START_Y	END_X(*)	END_Y	ANALYSIS_WORK	BREAK_STRAIN(*)(#)	BREAK_LOAD	TENSILE_STRENGTH
27	5694.4	3.0240e+001	9.727e-001	5.165e+009	0.000e+000	9.929e-003	2.315e-001	1.542e+001	8.598e-001	4.721e+001	3.382e-005	44.874	9.354e-001	1.643e+002
28	4360.9	3.0210e+001	6.622e-001	4.587e+009	1.864e-007	2.603e-003	2.317e-001	1.530e+001	8.937e-001	4.544e+001	2.662e-005	18.57	5.136e-001	1.178e+002
29	4700.8	3.0220e+001	7.828e-001	5.032e+009	1.226e-007	8.203e-003	2.647e-001	1.680e+001	8.604e-001	4.633e+001	2.709e-005	43.25	8.148e-001	1.733e+002
30	3417.1	3.0300e+001	5.650e-001	5.010e+009	0.000e+000	4.579e-003	2.640e-001	2.125e+001	8.251e-001	4.895e+001	2.043e-005	35.743	5.209e-001	1.525e+002
31	4717.5	3.0230e+001	8.377e-001	5.368e+009	2.894e-007	1.194e-002	2.316e-001	1.653e+001	8.932e-001	5.157e+001	3.266e-005	56.897	9.717e-001	2.060e+002
32														
33	2279.5	3.0400e+001	4.293e-001	5.725e+009	0.000e+000	4.211e-003	2.632e-001	2.711e+001	8.553e-001	6.090e+001	1.846e-005	44.901	3.998e-001	1.754e+002
34	1834	3.0550e+001	3.436e-001	5.723e+009	0.000e+000	4.562e-003	2.619e-001	2.835e+001	8.183e-001	6.071e+001	1.428e-005	52.209	3.988e-001	2.174e+002
35	3525.1	3.0190e+001	5.669e-001	4.855e+009	0.000e+000	8.367e-003	2.319e-001	1.795e+001	8.612e-001	4.884e+001	2.225e-005	56.343	6.897e-001	1.956e+002
36	4365.6	2.9980e+001	7.110e-001	4.882e+009	8.094e-007	1.010e-002	2.335e-001	8.764e+000	8.339e-001	3.877e+001	1.930e-005	52.568	8.972e-001	2.055e+002
37														
38	3703.3	3.0380e+001	6.695e-001	5.493e+009	1.962e-008	6.387e-003	2.304e-001	1.722e+001	8.229e-001	4.927e+001	2.208e-005	44.635	5.994e-001	1.619e+002
39	4283.5	3.0450e+001	7.485e-001	5.321e+009	0.000e+000	8.557e-003	2.299e-001	1.786e+001	8.539e-001	5.062e+001	2.740e-005	46.765	8.359e-001	1.951e+002
40	3668	3.0400e+001	6.418e-001	5.319e+009	2.453e-007	7.544e-003	2.632e-001	2.113e+001	8.224e-001	5.202e+001	2.274e-005	44.901	7.799e-001	2.126e+002
41	3477.7	3.0300e+001	4.406e-001	3.839e+009	5.788e-007	7.525e-003	2.640e-001	9.309e+000	8.251e-001	3.117e+001	1.169e-005	50.957	6.603e-001	1.899e+002
42	3112.6	3.0550e+001	4.285e-001	4.205e+009	5.469e-007	7.376e-003	2.619e-001	9.141e+000	8.183e-001	3.373e+001	1.080e-005	54.108	6.053e-001	1.945e+002
43	4332.5	3.0620e+001	7.457e-001	5.270e+009	3.679e-007	1.200e-002	2.939e-001	1.800e+001	8.818e-001	4.902e+001	2.614e-005	60.418	9.075e-001	2.095e+002
44	2624.3	2.9970e+001	2.549e-003	2.912e+007	2.698e-008	5.331e-003	2.002e-001	6.168e+000	8.342e-001	6.916e+000	3.368e-006	49.883	4.969e-001	1.894e+002
45	4226.8	2.9980e+001	6.404e-001	4.542e+009	7.775e-007	8.442e-003	2.001e-001	5.106e+000	8.005e-001	3.157e+001	1.181e-005	48.099	7.785e-001	1.842e+002
46	2691	3.0680e+001	4.552e-001	5.189e+009	0.000e+000	5.831e-003	2.934e-001	2.552e+001	8.149e-001	5.195e+001	1.684e-005	53.846	4.802e-001	1.785e+002
47	3736.2	3.0320e+001	6.679e-001	5.420e+009	0.000e+000	7.725e-003	2.639e-001	2.429e+001	8.245e-001	5.462e+001	2.514e-005	49.307	7.088e-001	1.897e+002
48	3060.6	3.0510e+001	5.844e-001	5.826e+009	0.000e+000	7.235e-003	2.294e-001	2.228e+001	8.522e-001	5.930e+001	2.396e-005	52.442	6.186e-001	2.021e+002
49	4387.9	3.0180e+001	6.912e-001	4.754e+009	6.622e-008	6.068e-003	2.651e-001	1.621e+001	8.284e-001	4.237e+001	2.193e-005	36.68	7.137e-001	1.627e+002
50	5389.3	3.0150e+001	9.153e-001	5.120e+009	2.698e-007	1.097e-002	2.653e-001	1.657e+001	8.624e-001	4.697e+001	3.168e-005	49.983	9.659e-001	1.792e+002
51	3891.8	3.0500e+001	7.120e-001	5.580e+009	0.000e+000	8.293e-003	2.295e-001	1.815e+001	8.852e-001	5.395e+001	2.813e-005	49.016	7.461e-001	1.917e+002
52														
53														
54	4445.8	3.0450e+001	7.423e-001	5.084e+009	0.000e+000	9.794e-003	2.299e-001	1.876e+001	8.539e-001	4.987e+001	2.900e-005	50.805	9.055e-001	2.037e+002
55	6007.9	2.9980e+001	4.784e-003	2.387e+007	0.000e+000	1.415e-002	2.335e-001	8.736e+000	8.005e-001	8.818e+000	9.009e-006	53.369	1.228e+000	2.044e+002
56	3501	3.0430e+001	6.366e-001	5.533e+009	0.000e+000	6.036e-003	2.300e-001	2.312e+001	8.216e-001	5.647e+001	2.591e-005	39.796	6.833e-001	1.952e+002
57	4834.4	3.0320e+001	8.673e-001	5.439e+009	3.434e-008	1.247e-002	2.639e-001	1.877e+001	8.245e-001	4.952e+001	2.734e-005	54.321	1.065e+000	2.204e+002
58	4566.1	2.9980e+001	1.089e-002	7.150e+007	0.000e+000	6.478e-004	2.001e-001	6.123e+000	8.005e-001	6.553e+000	5.219e-006	7.038	4.866e-001	1.066e+002
59	4540.8	3.0170e+001	8.464e-001	5.624e+009	8.339e-008	1.060e-002	2.320e-001	1.696e+001	8.618e-001	5.196e+001	2.946e-005	51.608	9.374e-001	2.064e+002
60	5591.2	3.0130e+001	9.219e-001	4.968e+009	1.324e-007	9.445e-003	2.323e-001	1.448e+001	8.297e-001	4.439e+001	2.971e-005	42.317	9.678e-001	1.731e+002
61	3100.8	3.0110e+001	5.130e-001	4.981e+009	0.000e+000	6.247e-003	2.325e-001	1.819e+001	8.303e-001	4.841e+001	1.883e-005	49.386	5.867e-001	1.892e+002
62	3628.7	3.0520e+001	6.334e-001	5.327e+009	0.000e+000	8.189e-003	2.621e-001	2.095e+001	8.191e-001	5.110e+001	2.268e-005	51.212	7.240e-001	1.995e+002
63	2458.1	3.0240e+001	4.594e-001	5.652e+009	0.000e+000	4.659e-003	2.646e-001	2.554e+001	8.598e-001	5.867e+001	1.859e-005	43.717	4.626e-001	1.882e+002
64	2320.1	3.0570e+001	3.999e-001	5.270e+009	1.619e-007	4.880e-003	2.944e-001	2.347e+001	8.505e-001	5.412e+001	1.546e-005	50.965	4.297e-001	1.852e+002
65	3485.6	3.0280e+001	6.256e-001	5.434e+009	2.747e-007	8.885e-003	2.642e-001	1.815e+001	8.917e-001	5.207e+001	2.349e-005	55.68	7.642e-001	2.193e+002
66	3527.5	3.0340e+001	7.550e-001	6.494e+009	2.968e-007	7.669e-003	2.966e-001	2.294e+001	8.570e-001	5.952e+001	2.499e-005	45.386	7.015e-001	1.989e+002
67	3658	3.0040e+001	6.483e-001	5.324e+009	2.011e-007	5.892e-003	2.330e-001	1.703e+001	8.655e-001	5.069e+001	2.394e-005	43.142	5.778e-001	1.580e+002
68	1870.3	3.0220e+001	3.596e-001	5.810e+009	8.339e-008	3.281e-003	2.647e-001	2.492e+001	8.273e-001	5.822e+001	1.326e-005	41.694	3.478e-001	1.860e+002
69	4064.3	3.0190e+001	7.438e-001	5.525e+009	0.000e+000	1.069e-002	2.319e-001	1.822e+001	8.612e-001	5.274e+001	2.770e-005	59.622	8.251e-001	2.030e+002
